# Log-binned degree distribution
# Node type: a, n=16,764
# N: 28,003, m: 2
# h: 0.7, f_a: 0.6
# Theories: Diamond, Sterling
# Generated: 2026-02-17T23:32:51.569316
k_bin_center,empirical_prob,Diamond_prob,Sterling_prob
0.0,0.3125149129086137,0.3084994996169354,0.8305143966482288
1.0,0.19565736101169173,0.19850295029196008,0.4907054149356673
2.0,0.1280124075399666,0.13232490595968044,0.30448556888812645
3.0,0.09496540205201623,0.09090125330484014,0.1967703263115674
4.0,0.0610236220472441,0.06408141291230826,0.13159177169332947
5.0,0.045872106895728945,0.04620269459119116,0.09061678346768905
6.0,0.03692436172751133,0.03397694074925719,0.063999235446096
7.0,0.027559055118110236,0.025427192913678176,0.04620951407963547
8.0,0.018432355046528275,0.019327977255185612,0.03401988994787937
9.0,0.014435695538057743,0.01489884389447827,0.02548164447232453
10.0,0.010975900739680267,0.01163064202764731,0.019382758280843185
11.0,0.009782868050584585,0.009183954608280361,0.014949246954285398
12.0,0.005905511811023622,0.00732805834927487,0.011675049978767867
13.0,0.005786208542114054,0.005903316239644554,0.009222188132590566
14.0,0.0043545693151992365,0.004797480027641395,0.00736056317921322
15.0,0.004473872584108805,0.003930449022607439,0.005930766423149906
16.0,0.0035790980672870437,0.003244282575043485,0.0048205893649757555
17.0,0.0025053686471009306,0.0026965419948336913,0.0039498868618853275
18.0,0.002684323550465283,0.002255781298423533,0.0032606414558383843
19.0,0.0017298973991887378,0.0018984483411176396,0.002710330391009043
20.0,0.001849200668098306,0.0016067261720843534,0.0022674278346676243
21.0,0.0008947745168217609,0.0013670102957741774,0.0019083106102261522
22.0,0.0011333810546408972,0.0011688218354565254,0.0016151007719397154
23.0,0.0012526843235504653,0.0010040232671070825,0.0013741425082193755
24.0,0.0010737294201861132,0.0008662466500194,0.0011749142909725707
25.0,0.0008947745168217609,0.0007504727427658605,0.0010092433991350153
26.0,0.0006561679790026247,0.0006527183673846533,0.0008707329613739826
27.0,0.0005368647100930566,0.0005698021903839563,0.0007543400003902812
28.0,0.00017895490336435218,0.0004991678323089515,0.0006560618724209772
29.0,0.0005965163445478406,0.0004387492524740864,0.000572701270781246
30.0,0.0004772130756382725,0.0003868675640358168,0.0005016886919963449
31.0,0.00023860653781913624,0.0003421513982320457,0.0004409472932013415
32.0,5.965163445478406e-05,0.00030347504291773793,0.00038878927759821683
33.0,0.00017895490336435218,0.0002699100906321403,0.0003438359098830145
34.0,0.00017895490336435218,0.00024068742312123833,0.00030495537204790836
35.0,0.00017895490336435218,0.00021516715469228472,0.00027121418237979647
36.0,0.00017895490336435218,0.00019281474075184273,0.00024183899431458826
37.0,0.00023860653781913624,0.00017318188967932937,0.00021618638914280513
38.0,0.0002982581722739203,0.00015589123765744512,0.00019371886212814064
39.0,5.965163445478406e-05,0.00014062398697904378,0.00017398563471735968
40.0,5.965163445478406e-05,0.00012710989000079196,0.0001566072480636255
41.0,5.965163445478406e-05,0.00011511909871128408,0.00014126313485163483
43.0,0.00023860653781913624,9.495127745645635e-05,0.00011563136927051712
44.0,0.0002982581722739203,8.646236240251848e-05,0.00010491540504931604
47.0,5.965163445478406e-05,6.592986175540801e-05,7.920106349165764e-05
48.0,5.965163445478406e-05,6.0419600626657356e-05,7.23554578645664e-05
49.0,5.965163445478406e-05,5.5450811974930536e-05,6.620508174778592e-05
50.0,5.965163445478406e-05,5.09625848236956e-05,6.066915764345706e-05
51.0,5.965163445478406e-05,4.690169970997061e-05,5.567743711688335e-05
53.0,5.965163445478406e-05,3.988125510898489e-05,4.708939638723775e-05
54.0,5.965163445478406e-05,3.684484050599597e-05,4.339272628612761e-05
56.0,5.965163445478406e-05,3.1560638074374976e-05,3.698776326595116e-05
58.0,5.965163445478406e-05,2.7157197266968102e-05,3.1680577135674295e-05
62.0,5.965163445478406e-05,2.036263344040496e-05,2.3553981641881333e-05
64.0,5.965163445478406e-05,1.7735616595435448e-05,2.0435506053838055e-05
67.0,5.965163445478406e-05,1.4514071844256618e-05,1.663238687404758e-05
74.0,5.965163445478406e-05,9.353726629529417e-06,1.0598992966394158e-05
75.0,5.965163445478406e-05,8.810764675670449e-06,9.969209527170036e-06
77.0,5.965163445478406e-05,7.833620461274194e-06,8.838677596266715e-06
94.0,5.965163445478406e-05,3.1741709579845183e-06,3.5119583762073132e-06
103.49879226348489,5.965163445478406e-05,2.037921890669389e-06,2.2359192602298158e-06
